id,imdb_id,popularity,budget,revenue,original_title,cast,homepage,director,tagline,keywords,overview,runtime,genres,production_companies,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj
285783,tt3488710,2.049886,35000000,61181942,The Walk,Joseph Gordon-Levitt|Ben Kingsley|Charlotte Le Bon|Ben Schwartz|James Badge Dale,http://www.sonypictures.com/movies/thewalk/,Robert Zemeckis,Dream High.,1970s|skyscraper|based on true story|tightrope|planning,The story of French high-wire artist Philippe Petit's attempt to cross the Twin Towers of the World Trade Center in 1974.,123,Adventure|Drama|Thriller,TriStar Pictures|Sony Pictures Entertainment|ImageMovers,9/30/15,706,6.8,2015,32199985.8320062,56287361.8735607
290764,tt2401097,2.026651,11000000,1863315,Tracers,Marie Avgeropoulos|Taylor Lautner|Adam Rayner|Rafi Gavron|Sam Medina,http://www.unlimited-movie.com/,Daniel Benmayor,It's not a crime if they can't catch you.,chinese mafia|parkour|new york city|loan shark|young adult,"Wanted by the mafia, a New York City bike messenger escapes into the world of parkour after meeting a beautiful stranger.",94,Action|Crime|Drama,Temple Hill Entertainment|Senator Film|Freerunning|Melbarken|Saban Films,1/15/15,326,5.9,2015,10119995.5472019,1714249.04573042
296099,tt1524930,2.000338,31000000,104384188,Vacation,Ed Helms|Christina Applegate|Skyler Gisondo|Steele Stebbins|Chris Hemsworth,,John Francis Daley|Jonathan M. Goldstein,What could go wrong?,route 66|grand canyon|cow|vacation|road trip,"Hoping to bring his family closer together and to recreate his childhood vacation for his own kids, a grown up Rusty Griswold takes his wife and their two sons on a cross-country road trip to the coolest theme park in America, Walley World. Needless to say, things don't go quite as planned.",99,Adventure|Comedy,New Line Cinema|BenderSpink|David Dobkin Productions,7/28/15,846,6.1,2015,28519987.4512055,96033410.7052992
243688,tt1029360,1.984529,35000000,95437994,Poltergeist,Sam Rockwell|Rosemarie DeWitt|Saxon Sharbino|Kyle Catlett|Kennedi Clements,,Gil Kenan,They're Here. And They Know What Scares You.,poltergeist|haunted house|remake|duringcreditsstinger,"Legendary filmmaker Sam Raimi and director Gil Kenan reimagine and contemporize the classic tale about a family whose suburban home is invaded by angry spirits. When the terrifying apparitions escalate their attacks and take the youngest daughter, the family must come together to rescue her.",93,Horror|Thriller,Ghost House Pictures|Vertigo Entertainment|Metro-Goldwyn-Mayer (MGM)|TSG Entertainment,5/20/15,589,5.0,2015,32199985.8320062,87802915.846717
287424,tt1881002,1.980039,4000000,187112,Maggie,Arnold Schwarzenegger|Abigail Breslin|Joely Richardson|Laura Cayouette|J.D. Evermore,http://www.maggiethefilm.com/,Henry Hobson,Don't Get Bitten,post-apocalyptic|dystopia|zombies,"There's a deadly zombie epidemic threatening humanity, but Wade, a small-town farmer and family man, refuses to accept defeat even when his daughter Maggie becomes infected. As Maggie's condition worsens and the authorities seek to eradicate those with the virus, Wade is pushed to the limits in an effort to protect her. Joely Richardson co-stars in this post-apocalyptic thriller.",95,Horror,Lionsgate|Grindstone Entertainment Group|Silver Reel|Sly Predator|Matt Baer Films,5/8/15,384,5.1,2015,3679998.38080071,172142.964257095
301875,tt3289728,1.959765,0,2000000,Equals,Kristen Stewart|Nicholas Hoult|Guy Pearce|Jacki Weaver|Bel Powley,http://equals-the-movie.com/,Drake Doremus,Find your equal.,illustrator|sex scene|near future|infected|emotions,A futuristic love story set in a world where emotions have been eradicated.,101,Drama|Romance|Science Fiction,Scott Free Productions|Infinite Frameworks Studios|Freedom Media|Route One Entertainment,9/4/15,135,5.6,2015,0.0,1839999.19040035
181283,tt1014763,1.95632,50000000,3324330,Child 44,Tom Hardy|Gary Oldman|Noomi Rapace|Joel Kinnaman|Paddy Considine,,Daniel Espinosa,How do you find a killer who doesnâ€™t exist?,murder|serial killer|military|chili|soviet union,"Set in Stalin-era Soviet Union, a disgraced MGB agent is dispatched to investigate a series of child murders -- a case that begins to connect with the very top of party leadership.",137,Crime|Thriller,Summit Entertainment|Scott Free Productions|Worldview Entertainment,3/15/15,341,5.9,2015,45999979.7600089,3058382.2543118
328425,tt4178092,1.926739,5000000,58978653,The Gift,Jason Bateman|Rebecca Hall|Joel Edgerton|David Denman|Beau Knapp,https://www.facebook.com/GIFTmovie,Joel Edgerton,Not every gift is welcome.,detective|stalker|gift|bully|psychological thriller,"A husband and wife try to reinvigorate their relationship but their lives are threatened by a ""friend"" from the husband's past who holds a horrifying secret about him, sending their world into a tailspin.",108,Thriller|Mystery,Blumhouse Productions|Blue-Tongue Films|STX Entertainment|Ahimsa Films,7/30/15,631,6.6,2015,4599997.97600089,54260336.8854517
274167,tt1528854,1.904898,50000000,240360392,Daddy's Home,Will Ferrell|Mark Wahlberg|Linda Cardellini|Thomas Haden Church|Hannibal Buress,http://daddyshomemovie.tumblr.com/,Sean Anders,Choose your Daddy,daddys home,"The story of a mild-mannered radio executive (Ferrell) who strives to become the best stepdad ever to his wife's two children, but complications ensue when their freewheeling, freeloading real father arrives, forcing stepdad to compete for the affection of the kids.",96,Comedy,Paramount Pictures|Gary Sanchez Productions|Good Universe|Red Granite Pictures,12/25/15,568,5.7,2015,45999979.7600089,221131463.342156
370687,tt3608646,1.876037,0,0,Mythica: The Necromancer,Melanie Stone|Adam Johnson|Kevin Sorbo|Nicola Posener|Jake Stormoen,http://www.mythicamovie.com/#!blank/y9ake,A. Todd Smith,,sword|magic|sorcery|necromancer,Mallister takes Thane prisoner and forces Marek and her team on a quest.  Marek tracks down the Necromancer for a final showdown for the Darkspore.,0,Fantasy|Action|Adventure,Arrowstorm Entertainment|Camera 40 Productions|Bellpond Films,12/19/15,11,5.4,2015,0.0,0.0
307663,tt3480796,1.872696,10000000,0,Vice,Ambyr Childers|Thomas Jane|Bryan Greenberg|Bruce Willis|Johnathon Schaech,,Brian A Miller,Where the future is your past.,artificial intelligence|android|self-awareness|mercenary|virtual reality,"Julian Michaels has designed the ultimate resort: VICE, where anything goes and the customers can play out their wildest fantasies with artificial inhabitants who look, think and feel like humans. When an artificial becomes self-aware and escapes, she finds herself caught in the crossfire between Julian's mercenaries and a cop who is hell-bent on shutting down Vice, and stopping the violence once and for all.",96,Thriller|Science Fiction|Action|Adventure,Grindstone Entertainment Group|K5 International|Emmett/Furla Films|Aperture Entertainment,1/16/15,181,4.1,2015,9199995.95200178,0.0
309809,tt1754656,1.865007,64000000,97571250,The Little Prince,Jeff Bridges|Rachel McAdams|Paul Rudd|Marion Cotillard|James Franco,http://www.thelittleprincemovie.com/,Mark Osborne,Growing up isn't the problem... forgetting is.,philosophy|utopia|airplane|adventure|dystopia,"Based on the best-seller book 'The Little Prince', the movie tells the story of a little girl that lives with resignation in a world where efficiency and work are the only dogmas. Everything will change when accidentally she discovers her neighbor that will tell her about the story of the Little Prince that he once met.",92,Adventure|Animation|Fantasy,Onyx Films|Orange Studios|CityMation|On Entertainment|Zippcast Films,7/29/15,423,7.5,2015,58879974.0928114,89765510.5031753
258509,tt2974918,1.841779,0,233755553,Alvin and the Chipmunks: The Road Chip,Jason Lee|Justin Long|Bella Thorne|Matthew Gray Gubler|Jesse McCartney,http://www.foxmovies.com/movies/alvin-and-the-chipmunks-the-road-chip,Walt Becker,Fast & furry-ous,chipmunk|cgi|talking animal|aftercreditsstinger|duringcreditsstinger,"Through a series of misunderstandings, Alvin, Simon and Theodore come to believe that Dave is going to propose to his new girlfriend in New York City - and dump them. They have three days to get to him and stop the proposal.",92,Adventure|Animation|Comedy|Family,Regency Enterprises|Fox 2000 Pictures|Sunswept Entertainment|Bagdasarian Productions|TSG Entertainment,12/17/15,278,5.7,2015,0.0,215055014.135793
298382,tt2910904,1.82313,11930000,18340000,The Dressmaker,Kate Winslet|Liam Hemsworth|Caroline Goodall|Judy Davis|Hayley Magnus,http://www.thedressmakermovie.com.au,Jocelyn Moorhouse,Revenge is back in fashion,based on novel|australia|dressmaker|hometown|woman director,"In 1950s Australia, beautiful, talented dressmaker Tilly returns to her tiny hometown to right wrongs from her past. As she tries to reconcile with her mother, she starts to fall in love while transforming the fashion of the town.",118,Drama,Amazon Studios|Film Art Media|Apollo Media,10/1/15,197,6.9,2015,10975595.1707381,16872792.5759712
272693,tt1666801,1.758618,8500000,43528634,The DUFF,Mae Whitman|Robbie Amell|Bella Thorne|Bianca A. Santos|Skyler Samuels,http://www.duffmovie.com/,Ari Sandel,"You either know one, you have one, or you are one.",high school|teenager|popularity|high school senior|teen comedy,"Bianca's universe turns upside down when she learns that her high school refers to her as a â€˜DUFF' (Designated Ugly Fat Friend). Hoping to erase that label, she enlists the help of a charming jock and her favorite teacher. Together they'll face the school's mean girl and remind everyone that we are all someone's DUFFâ€¦ and that's totally fine.",100,Romance|Comedy,Wonderland Sound and Vision|CBS Films|Vast Entertainment,2/20/15,753,6.8,2015,7819996.55920151,40046325.6596167
283445,tt2752772,1.742286,10000000,52882018,Sinister 2,Shannyn Sossamon|James Ransone|Tate Ellington|Nicholas King|Lucas Jade Zumann,http://www.sinistermovie.com/,Ciaran Foy,"Be careful, children at play.",haunted house|sequel|twins,A young mother and her twin sons move into a rural house that's marked for death.,97,Horror,Alliance Films|Blumhouse Productions|IM Global|Automatik Entertainment|Entertainment One,8/19/15,331,5.5,2015,9199995.95200178,48651435.1533685
256961,tt3450650,1.73518,30000000,107597242,Paul Blart: Mall Cop 2,Kevin James|Raini Rodriguez|Eduardo VerÃ¡stegui|Daniella Alonso|Neal McDonough,,Andy Fickman,Vegas has a new high roller.,shopping mall|las vegas nevada|security guard,"Security guard Paul Blart is headed to Las Vegas to attend a Security Guard Expo with his teenage daughter Maya before she departs for college. While at the convention, he inadvertently discovers a heist - and it's up to Blart to apprehend the criminals.",94,Action|Adventure|Comedy|Family,Columbia Pictures|Happy Madison Productions|Sony Pictures Releasing|Sony Pictures Home Entertainment|Sony Pictures Entertainment (SPE),4/16/15,422,5.3,2015,27599987.8560053,98989419.0846556
326359,tt4007502,1.72471199999999,0,0,Frozen Fever,Kristen Bell|Idina Menzel|Jonathan Groff|Josh Gad|Chris Williams,,Chris Buck|Jennifer Lee,,sister sister relationship|birthday|song|birthday party|flu,"On Anna's birthday, Elsa and Kristoff are determined to give her the best celebration ever, but Elsa's icy powers may put more than just the party at risk.",8,Adventure|Animation|Family,Walt Disney Pictures|Walt Disney Animation Studios,3/9/15,475,7.0,2015,0.0,0.0
254302,tt0462335,1.661789,0,0,High-Rise,Tom Hiddleston|Sienna Miller|Jeremy Irons|Luke Evans|Elisabeth Moss,,Ben Wheatley,Leave the real world behind,skyscraper|high rise,"Dr. Robert Laing is the newest resident of a luxurious apartment in a high-tech concrete skyscraper whose lofty location places him amongst the upper class. Laing quickly settles into high-society life and meets the buildingâ€™s eccentric tenants: Charlotte, his upstairs neighbor and bohemian single mother; Wilder, a charismatic documentarian who lives with his pregnant wife Helen; and Mr. Royal, the enigmatic architect who designed the building. Life seems like paradise to the solitude-seeking Laing. But as power outages become more frequent and building flaws emerge, particularly on the lower floors, the regimented social strata begins to crumble and the building becomes a battlefield in a literal class war.",119,Action|Drama|Science Fiction,Ingenious Media|HanWay Films|Scope Pictures|Recorded Picture Company (RPC)|Northern Ireland Screen,9/26/15,161,5.4,2015,0.0,0.0
241251,tt3181822,1.65107799999999,4000000,50163103,The Boy Next Door,Jennifer Lopez|Ryan Guzman|Ian Nelson|John Corbett|Kristin Chenoweth,http://www.theboynextdoorfilm.com/,Rob Cohen,A Moment She Couldn't Resist. An Obsession He Can't Control.,male nudity|female nudity|sex|adultery|infidelity,"A recently cheated on married woman falls for a younger man who has moved in next door, but their torrid affair soon takes a dangerous turn.",91,Thriller,Universal Pictures|Nuyorican Productions|Blumhouse Productions|Smart Entertainment,1/23/15,810,3.9,2015,3679998.38080071,46150034.4539848
292040,tt3321300,1.646664,0,0,Spooks: The Greater Good,Peter Firth|Kit Harington|Jennifer Ehle|Lara Pulver|Elyes Gabel,http://www.shinepictures.co.uk/films/9/spooks-the-greater-good/,Bharat Nalluri,,corruption|terrorist|explosive|police|kidnapping,"During a handover to the head of counter-terrorism of MI5 Harry Pearce, terrorist Adam Qasim escapes from MI5 custody. When Harry disappears soon after, his protÃ©gÃ© Will Crombie is tasked with finding out what happened as an impending attack on London looms. Crombie eventually uncovers a deadly conspiracy.",104,Thriller|Action,BBC Films|Isle of Man Film|Shine Pictures|Kudos Film and Television|Pinewood Pictures,4/11/15,114,5.6,2015,0.0,0.0
188222,tt1674771,1.532997,30000000,49263404,Entourage,Jeremy Piven|Adrian Grenier|Jerry Ferrara|Kevin Connolly|Kevin Dillon,,Doug Ellin,Dream Large. Live Larger.,friendship|hollywood|movie star|entourage,"Movie star Vincent Chase, together with his boys, Eric, Turtle and Johnny, are backâ€¦and back in business with super agent-turned-studio head Ari Gold. Some of their ambitions have changed, but the bond between them remains strong as they navigate the capricious and often cutthroat world of Hollywood.",104,Comedy,Warner Bros.|Closest to the Hole Productions,6/3/15,364,6.2,2015,27599987.8560053,45322311.7381828
252838,tt0884732,1.510096,23000000,79799880,The Wedding Ringer,Kevin Hart|Josh Gad|Kaley Cuoco|Affion Crockett|Jorge Garcia,,Jeremy Garelick,He's the best man... money can buy.,male friendship|impersonator|wedding|lying|best man,"Doug Harris is a loveable but socially awkward groom-to-be with a problem: he has no best man.  With less than two weeks to go until he marries the girl of his dreams, Doug is referred to Jimmy Callahan, owner and CEO of Best Man, Inc., a company that provides flattering best men for socially challenged guys in need.  What ensues is a hilarious wedding charade as they try to pull off the big con, and an unexpected budding bromance between Doug and his fake
 best man Jimmy.",101,Comedy,Miramax Films|Screen Gems|LStar Capital,1/16/15,446,6.5,2015,21159990.689604,73415857.2970227
273477,tt1727776,1.499614,15000000,14860766,Scouts Guide to the Zombie Apocalypse,Tye Sheridan|Logan Miller|Joey Morgan|Sarah Dumont|David Koechner,http://www.scoutsandzombiesmovie.com/,Christopher B. Landon,Always bring protection.,female nudity|shotgun|nudity|strip club|party,"Three scouts and lifelong friends join forces with one badass cocktail waitress to become the worldâ€™s most unlikely team of heroes.  When their peaceful town is ravaged by a zombie invasion, theyâ€™ll fight for the badge of a lifetime and put their scouting skills to the test to save mankind from the undead.",93,Comedy|Horror,Paramount Pictures|Oops Doughnuts Productions|Broken Road Productions|Brucks Entertainment,10/23/15,288,6.2,2015,13799993.9280026,13671898.7043645
298312,tt3567288,1.495112,5000000,98450062,The Visit,Olivia DeJonge|Ed Oxenbould|Kathryn Hahn|Benjamin Kanes|Deanna Dunagan,http://www.stayinyourroom.com/,M. Night Shyamalan,No one loves you like your grandparents.,rap|pennsylvania|brother sister relationship|farm|grandparents,"The terrifying story of a brother and sister who are sent to their grandparents' remote Pennsylvania farm for a weeklong trip. Once the children discover that the elderly couple is involved in something deeply disturbing, they see their chances of getting back home are growing smaller every day.",94,Horror|Thriller,Blumhouse Productions|Blinding Edge Pictures,9/10/15,729,5.9,2015,4599997.97600089,90574017.1874324
261023,tt1355683,1.48324599999999,53000000,99775678,Black Mass,Johnny Depp|Joel Edgerton|Benedict Cumberbatch|Dakota Johnson|Kevin Bacon,,Scott Cooper,Keep your enemies close.,boston|based on true story|organized crime,"The true story of Whitey Bulger, the brother of a state senator and the most infamous violent criminal in the history of South Boston, who became an FBI informant to take down a Mafia family invading his turf.",122,Crime|Drama,Infinitum Nihil|Head Gear Films|Cross Creek Pictures|Free State Pictures|RatPac-Dune Entertainment,9/4/15,848,6.3,2015,48759978.5456094,91793583.3708233
336004,tt3276924,1.449072,8900000,50136,Heist,Jeffrey Dean Morgan|Robert De Niro|Kate Bosworth|Dave Bautista|Gina Carano,,Scott Mann,Never make a bet you can't afford to lose.,casino|robbery|bus hijacking|heist,"A father is without the means to pay for his daughter's medical treatment. As a last resort, he partners with a greedy co-worker to rob a casino. When things go awry they're forced to hijack a city bus.",93,Crime|Action|Thriller,Emmett/Furla Films|Silver Plane Films|Mass Hysteria Entertainment|Tri Vision Pictures,11/13/15,233,5.4,2015,8187996.39728158,46125.0997049561
287903,tt3850590,1.448002,15000000,61548707,Krampus,Adam Scott|Toni Collette|Allison Tolman|David Koechner|Emjay Anthony,http://www.krampusthefilm.com/,Michael Dougherty,You don't want to be on his list.,fire|winter|santa claus|snow storm|christmas tree,A horror comedy based on the ancient legend about a pagan creature who punishes children on Christmas.,98,Horror|Comedy|Fantasy,Universal Pictures|Legendary Pictures,11/26/15,342,5.9,2015,13799993.9280026,56624785.5250943
182560,tt2402101,1.443406,20000000,208588,Dark Places,Charlize Theron|Nicholas Hoult|Christina Hendricks|ChloÃ« Grace Moretz|Tye Sheridan,http://darkplacesmovie.com/,Gilles Paquet-Brenner,"In 1985, her entire family was murdered. 30 years later, the truth emerges.",prison|based on novel|brother sister relationship|satanism|witness,A woman who survived the brutal killing of her family as a child is forced to confront the events of that day.,113,Drama|Mystery|Thriller,Denver and Delilah Productions|Mandalay Vision|Exclusive Media Group|Hugo Productions|Cuatro Plus Films,3/31/15,322,5.7,2015,18399991.9040035,191900.875563614
192141,tt1781922,1.41239,5000000,54418872,No Escape,Owen Wilson|Lake Bell|Pierce Brosnan|Sterling Jerins|Spencer Garrett,https://www.facebook.com/NoEscapeMovie/,John Erick Dowdle,No rescue. No refuge.,coup|american|family|foreign,"In their new overseas home, an American family soon finds themselves caught in the middle of a coup, and they frantically look for a safe escape in an environment where foreigners are being immediately executed.",103,Action|Thriller,Bold Films|Living Films|Brothers Dowdle Productions,8/26/15,519,6.7,2015,4599997.97600089,50065340.2112503
308639,tt3850214,1.40805,700000,17986781,Dope,Shameik Moore|Kiersey Clemons|Tony Revolori|ZoÃ« Kravitz|Chanel Iman,http://www.youaredope.com/,Rick Famuyiwa,It's hard out here for a geek.,california|hip-hop|harvard university|geek|coming of age,"Malcolm is carefully surviving life in a tough neighborhood in Los Angeles while juggling college applications, academic interviews, and the SAT. A chance invitation to an underground party leads him into an adventure that could allow him to go from being a geek, to being dope, to ultimately being himself.",103,Crime|Drama|Comedy,Forest Whitaker's Significant Productions|Revolt Films|IamOTHER Entertainment,6/19/15,448,7.3,2015,643999.716640124,16547831.2389542
261392,tt3316948,1.388251,28000000,28208085,American Ultra,Jesse Eisenberg|Kristen Stewart|Topher Grace|Connie Britton|Walton Goggins,,Nima Nourizadeh,Everyone's getting smoked.,memory loss|stoner|black ops,"American Ultra is a fast-paced action comedy about Mike, a seemingly hapless and unmotivated stoner whose small-town life with his live-in girlfriend, Phoebe, is suddenly turned upside down.  Unbeknownst to him, Mike is actually a highly trained, lethal sleeper agent. In the blink of an eye, as his secret past comes back to haunt him, Mike is thrust into the middle of a deadly government operation and is forced to summon his inner action-hero in order to survive.",96,Comedy|Action,Concorde Filmverleih|Likely Story|FilmNation Entertainment|Circle of Confusion|The Bridge Finance Company,8/19/15,695,5.9,2015,25759988.6656049,25951426.7813722
304357,tt2404425,1.388032,11000000,61619773,Woman in Gold,Helen Mirren|Ryan Reynolds|Tatiana Maslany|Katie Holmes|Max Irons,http://womaningoldmovie.com/,Simon Curtis,Justice is Priceless.,nazis|art|stolen painting,"Maria Altmann, an octogenarian Jewish refugee, takes on the Austrian government to recover a world famous painting of her aunt plundered by the Nazis during World War II, she believes rightfully belongs to her family. She did so not just to regain what was rightfully hers, but also to obtain some measure of justice for the death, destruction, and massive art theft perpetrated by the Nazis.",120,Drama,BBC Films|Origin Pictures,4/10/15,277,7.3,2015,10119995.5472019,56690166.2163268
297291,tt3086386,1.38032,0,0,The Scorpion King: The Lost Throne,Victor Webster|Ellen Hollman|Barry Bostwick|Will Kemp|M. Emmet Walsh,,Mike Elliott,Action Adventure,magic|fantasy|steampunk|dragon,"When he is betrayed by a trusted friend, Mathayus must marshal all his strength and cunning to outwit a formidable opponent who will stop at nothing to unlock a supreme ancient power.",105,Action|Fantasy|Adventure,Universal Pictures,1/9/15,22,4.5,2015,0.0,0.0
266294,tt1850457,1.376605,30000000,105011053,Sisters,Tina Fey|Amy Poehler|John Leguizamo|Ike Barinholtz|Maya Rudolph,http://www.sistersfilm.com/,Jason Moore,Big sisters don't always know best.,sister sister relationship|childhood home,Two disconnected sisters are summoned to clean out their childhood bedrooms before their parents sell their family home.,118,Comedy,Little Stranger,12/18/15,399,5.9,2015,27599987.8560053,96610126.2515444
227719,tt2436386,1.360926,12000000,32248241,Project Almanac,Jonny Weston|Virginia Gardner|Sofia Black-D'Elia|Sam Lerner|Allen Evangelista,http://www.projectalmanac.com/,Dean Israelite,Today is better the second time around,time travel|time machine|teenager|found footage,"A group of teens discover secret plans of a time machine, and construct one. However, things start to get out of control.",106,Science Fiction|Thriller,Paramount Pictures|MTV Films|Platinum Dunes|Insurge Pictures,1/30/15,637,6.3,2015,11039995.1424021,29668368.6659177
86828,tt1727770,1.360827,0,5189646,Absolutely Anything,Simon Pegg|Kate Beckinsale|Rob Riggle|Sanjeev Bhaskar|Joanna Lumley,,Terry Jones,Great power. Total irresponsibility.,london|alien|teacher|talking animal|super powers,Eccentric aliens give a man the power to do anything he wants to determine if Earth is worth saving.,85,Comedy|Science Fiction,Premiere Picture|Bill and Ben Productions|GFM films,6/26/15,199,5.8,2015,0.0,4774472.21923222
287948,tt2938956,1.355822,25000000,72629670,The Transporter Refueled,Ed Skrein|Ray Stevenson|Loan Chabanol|Gabriella Wright|Tatjana PajkoviÄ‡,http://www.thetransporterrefueled.com/,Camille Delamarre,He Delivers.,transporter|sequel|suspense|car|bank heist,"The fast-paced action movie is again set in the criminal underworld in France, where Frank Martin is known as The Transporter, because he is the best driver and mercenary money can buy. In this installment, he meets Anna and they attempt to take down a group of ruthless Russian human traffickers who also have kidnapped Frankâ€™s father.",96,Thriller|Action|Crime,EuropaCorp,9/3/15,407,5.3,2015,22999989.8800044,66819266.9995225
201085,tt2554274,1.345982,55000000,74679822,Crimson Peak,Mia Wasikowska|Jessica Chastain|Tom Hiddleston|Charlie Hunnam|Jim Beaver,http://www.crimsonpeakmovie.com/,Guillermo del Toro,Beware.,haunted house|mining|murder|spitting blood|gothic,"In the aftermath of a family tragedy, an aspiring author is torn between love for her childhood friend and the temptation of a mysterious outsider. Trying to escape the ghosts of her past, she is swept away to a house that breathes, bleedsâ€¦ and remembers.",119,Mystery|Thriller|Fantasy|Horror|Drama,Legendary Pictures,10/13/15,819,6.4,2015,50599977.7360098,68705406.0096213
277355,tt1945084,1.342839,0,0,Everly,Salma Hayek|Hiroyuki Watanabe|Jennifer Blanc|Togo Igawa|Caroline Chikezie,,Joe Lynch,Enter if you dare.,assassin|mob boss,"After she betrays a powerful mob boss, a woman matches wits and weaponry with a legion of killers who are out to collect the bounty on the heads of her and her family.",90,Thriller|Action,"Crime Scene Pictures|Radius-TWC|Anonymous Content|Vega, Baby!",1/23/15,169,5.1,2015,0.0,0.0
264999,tt2268016,1.338481,14800000,122413057,Magic Mike XXL,Channing Tatum|Matt Bomer|Joe Manganiello|Kevin Nash|Adam RodrÃ­guez,,Gregory Jacobs,Back to the grind.,male friendship|strip club|road trip|strip tease|strip,"Three years after Mike bowed out of the stripper life at the top of his game, he and the remaining Kings of Tampa hit the road to Myrtle Beach to put on one last blow-out performance.",115,Comedy|Drama|Music,Warner Bros.|Iron Horse Entertainment (II),7/1/15,501,6.3,2015,13615994.0089626,112619962.887216
146301,tt2473510,1.338322,10000000,78099553,Paranormal Activity: The Ghost Dimension,Chris J. Murray|Brit Shaw|Ivy George|Lauren Frandsen|Tyler Craig,,Gregory Plotkin,You can't save them. All you can do is watch.,terror|supernatural|sequel|demon|found footage,"Using a special camera that can see spirits, a family must protect their daughter from an evil entity with a sinister plan.",88,Horror|Thriller,Paramount Pictures|Blumhouse Productions,10/21/15,267,5.0,2015,9199995.95200178,71851557.1453148
223485,tt3205376,1.329702,0,229094,Slow West,Michael Fassbender|Kodi Smit-McPhee|Ben Mendelsohn|Caren Pistorius|Rory McCann,,John Maclean,Wanted Dead or Dead,fire|bounty hunter|shotgun|horseback riding|horse,"In the Old West, a 17-year-old Scottish boy teams up with a mysterious gunman to find the woman with whom he is infatuated.",84,Romance|Thriller|Western,The New Zealand Film Commission|Film4|See Saw Films|DMC Films,4/16/15,229,6.6,2015,0.0,210766.387262789
294016,tt3203606,1.316239,15000000,8235661,Trumbo,Bryan Cranston|Diane Lane|Helen Mirren|Elle Fanning|Louis C.K.,,Jay Roach,Are you now or have you ever been...,screenwriter|communist|biography|film history|hollywood,The career of screenwriter Dalton Trumbo is halted by a witch hunt in the late 1940s when he defies the anti-communist HUAC committee and is blacklisted.,124,Drama,Groundswell Productions|Inimitable Pictures|ShivHans Pictures,10/27/15,273,7.2,2015,13799993.9280026,7576804.78620589
290751,tt1741273,1.315266,19500000,32189727,Secret in Their Eyes,Chiwetel Ejiofor|Nicole Kidman|Julia Roberts|Dean Norris|Lyndon Smith,http://secretintheireyes.movie/,Billy Ray,Don't look back,fbi|missing child,"A tight-knit team of FBI investigators, along with their District Attorney supervisor, is suddenly torn apart when they discover that one of their own teenage daughters has been brutally murdered.",111,Crime|Drama|Mystery,Ingenious Media|Gran Via Productions|IM Global|Route One Films,10/14/15,202,6.2,2015,17939992.1064034,29614535.8096042
309245,tt2872462,1.29314,0,2500431,Mistress America,Greta Gerwig|Lola Kirke|Charlie Gillette|Dean Wareham|Heather Lind,,Noah Baumbach,From Strangers to Sisters.,comedy,"Tracy, a lonely college freshman in New York, is rescued from her solitude by her soon-to-be stepsister Brooke, an adventurous gal about town who entangles her in alluringly mad schemes. Mistress America is a comedy about dream-chasing, score-settling, makeshift families, and cat-stealing.",84,Comedy,RT Features,8/14/15,132,6.4,2015,0.0,2300395.50782597
228165,tt2279373,1.291013,74000000,311594032,The SpongeBob Movie: Sponge Out of Water,Tom Kenny|Bill Fagerbakke|Rodger Bumpass|Clancy Brown|Carolyn Lawrence,http://www.spongebobmovie.com/,Paul Tibbitt,He's leaving his world behind.,ocean|sea|star|water|comedy,"Burger Beard is a pirate who is in search of the final page of a magical book that makes any evil plan he writes in it come true, which happens to be the Krabby Patty secret formula. When the entire city of Bikini Bottom is put in danger, SpongeBob, Patrick, Mr. Krabs, Squidward, Sandy, and Plankton need to go on a quest that takes them to the surface. In order to get back the recipe and save their city, the gang must retrieve the book and transform themselves into superheroes.",93,Family|Animation,Paramount Pictures|Nickelodeon Movies|Nickelodeon Animation Studios|United Plankton Pictures|Disruption Entertainment,2/5/15,533,5.7,2015,68079970.0448131,286666383.306791
245706,tt2273657,1.284541,0,4719695,True Story,Jonah Hill|James Franco|Felicity Jones|Maria Dizzia|Ethan Suplee,,Rupert Goold,Some mysteries are beyond belief.,,"A drama centered around the relationship between journalist Michael Finkel and Christian Longo, an FBI Most Wanted List murderer who for years lived outside the U.S. under Finkel's name.",100,Crime|Drama|Mystery,Plan B Entertainment|Regency Enterprises|New Regency Pictures,4/17/15,354,6.0,2015,0.0,4342117.4894683
272878,tt3369806,1.278928,20000000,43967255,Max,Thomas Haden Church|Josh Wiggins|Lauren Graham|Robbie Amell|Mia Xitlali,,Boaz Yakin,Best Friend. Hero. Marine.,afghanistan|war|based on true story|rescue|betrayal,A dog that helped soldiers in Afghanistan returns to the U.S. and is adopted by his handler's family after suffering a traumatic experience.,111,Adventure|Drama|Family,Sunswept Entertainment|Warner Bros.|Metro-Goldwyn-Mayer (MGM),6/26/15,214,7.0,2015,18399991.9040035,40449856.802063
